state_initial,state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,grade,nyt_cases,nyt_deaths
DC,District of Columbia,2020-05-13 00:00:00,6584.0,25074.0,,423.0,,,,82.0,,934.0,A,2020-05-12 00:00:00,2020-05-12T00:00:00Z,350.0,,,,,,,,99,509,31658,608,31658,14,0,,6584.0,350.0
DC,District of Columbia,2020-05-14 00:00:00,6736.0,26263.0,,397.0,,,,90.0,,966.0,A,2020-05-13 00:00:00,2020-05-13T00:00:00Z,358.0,,,,,,,,152,1189,32999,1341,32999,8,0,,6736.0,358.0
DC,District of Columbia,2020-05-15 00:00:00,6871.0,27468.0,,393.0,,,,90.0,,975.0,A,2020-05-14 00:00:00,2020-05-14T00:00:00Z,368.0,,,,,,,,135,1205,34339,1340,34339,10,0,,6871.0,368.0
DC,District of Columbia,2020-05-16 00:00:00,7042.0,28490.0,,382.0,,,,79.0,,998.0,A,2020-05-15 00:00:00,2020-05-15T00:00:00Z,375.0,,,,,,,,171,1022,35532,1193,35532,7,0,,7042.0,375.0
DC,District of Columbia,2020-05-17 00:00:00,7123.0,29403.0,,369.0,,,,74.0,,1023.0,A,2020-05-16 00:00:00,2020-05-16T00:00:00Z,383.0,,,,,,,,81,913,36526,994,36526,8,0,,7123.0,383.0
DC,District of Columbia,2020-05-18 00:00:00,7270.0,30555.0,,374.0,,,,70.0,,1028.0,A,2020-05-17 00:00:00,2020-05-17T00:00:00Z,392.0,,,,,,,,147,1152,37825,1299,37825,9,0,,7270.0,392.0
DC,District of Columbia,2020-05-19 00:00:00,7434.0,31940.0,,375.0,,,,77.0,,1040.0,A,2020-05-18 00:00:00,2020-05-18T00:00:00Z,400.0,,,,,,,,164,1385,39374,1549,39374,8,0,,7434.0,400.0
DC,District of Columbia,2020-05-20 00:00:00,7551.0,32868.0,,336.0,,,,74.0,,1059.0,A,2020-05-19 00:00:00,2020-05-19T00:00:00Z,407.0,,,,,,,,117,928,40419,1045,40419,7,0,,7551.0,407.0
DC,District of Columbia,2020-05-21 00:00:00,7788.0,33968.0,,336.0,,,,74.0,,1061.0,A,2020-05-20 00:00:00,2020-05-20T00:00:00Z,412.0,,,,,,,,237,1100,41756,1337,41756,5,0,,7788.0,412.0
DC,District of Columbia,2020-05-22 00:00:00,7893.0,35100.0,,342.0,,112.0,,74.0,,1069.0,A+,2020-05-21 00:00:00,2020-05-21T00:00:00Z,418.0,,,,,,,,105,1132,42993,1237,42993,6,0,,7893.0,418.0
DC,District of Columbia,2020-05-23 00:00:00,7966.0,44025.0,,324.0,,110.0,,73.0,,1075.0,A+,2020-05-22 00:00:00,2020-05-22T00:00:00Z,427.0,,,,,,,,73,8925,51991,8998,51991,9,0,,7966.0,427.0
DC,District of Columbia,2020-05-24 00:00:00,7966.0,44025.0,,324.0,,110.0,,73.0,,1075.0,A+,2020-05-22 00:00:00,2020-05-22T00:00:00Z,427.0,,,,,,,,0,0,51991,0,51991,0,0,,8110.0,432.0
DC,District of Columbia,2020-05-25 00:00:00,8225.0,32578.0,,331.0,,106.0,,70.0,,1080.0,A+,2020-05-24 00:00:00,2020-05-24T00:00:00Z,440.0,,,,,,,,259,-11447,40803,-11188,40803,13,0,,8225.0,440.0
DC,District of Columbia,2020-05-26 00:00:00,8334.0,33721.0,,353.0,,113.0,,76.0,,1080.0,A+,2020-05-25 00:00:00,2020-05-25T00:00:00Z,440.0,,,,,,,,109,1143,42055,1252,42055,0,0,,8334.0,440.0
DC,District of Columbia,2020-05-27 00:00:00,8406.0,34291.0,,349.0,,113.0,,76.0,,1082.0,A+,2020-05-26 00:00:00,2020-05-26T00:00:00Z,445.0,,,,,,,,72,570,42697,642,42697,5,0,,8406.0,445.0
DC,District of Columbia,2020-05-28 00:00:00,8492.0,35022.0,,343.0,,108.0,,65.0,,1082.0,A+,2020-05-27 00:00:00,2020-05-27T00:00:00Z,453.0,,,,,,,,86,731,43514,817,43514,8,0,,8492.0,453.0
DC,District of Columbia,2020-05-29 00:00:00,8538.0,35320.0,,338.0,,114.0,,65.0,,1089.0,A+,2020-05-28 00:00:00,2020-05-28T00:00:00Z,460.0,,,,,,,,46,298,43858,344,43858,7,0,,8538.0,460.0
DC,District of Columbia,2020-05-30 00:00:00,8717.0,36912.0,,317.0,,109.0,,66.0,,1100.0,A+,2020-05-29 00:00:00,2020-05-29T00:00:00Z,462.0,,,,,,,,179,1592,45629,1771,45629,2,0,,8717.0,462.0
DC,District of Columbia,2020-05-31 00:00:00,8801.0,37682.0,,295.0,,109.0,,66.0,,1116.0,A+,2020-05-30 00:00:00,2020-05-30T00:00:00Z,466.0,,,,,,,,84,770,46483,854,46483,4,0,,8801.0,466.0
DC,District of Columbia,2020-06-01 00:00:00,8857.0,38406.0,,302.0,,108.0,,67.0,,1126.0,A+,2020-06-01 00:00:00,2020-06-01T00:00:00Z,468.0,,,,,,,,56,724,47263,780,47263,2,0,,8857.0,468.0
DC,District of Columbia,2020-06-02 00:00:00,8886.0,38815.0,,295.0,,106.0,,74.0,,1137.0,A+,2020-06-01 00:00:00,2020-06-01T00:00:00Z,470.0,,,,,,,,29,409,47701,438,47701,2,0,,8886.0,470.0
DC,District of Columbia,2020-06-03 00:00:00,9016.0,40546.0,,285.0,,103.0,,72.0,,1138.0,A+,2020-06-02 00:00:00,2020-06-02T00:00:00Z,473.0,,,,,,,,130,1731,49562,1861,49562,3,0,,9016.0,473.0
DC,District of Columbia,2020-06-04 00:00:00,9120.0,41976.0,,276.0,,98.0,,73.0,,1138.0,A+,2020-06-03 00:00:00,2020-06-03T00:00:00Z,475.0,,,,,,,,104,1430,51096,1534,51096,2,0,,9120.0,475.0
DC,District of Columbia,2020-06-05 00:00:00,9199.0,42662.0,,273.0,,99.0,,75.0,,1138.0,A+,2020-06-04 00:00:00,2020-06-04T00:00:00Z,475.0,,,,,,,,79,686,51861,765,51861,0,0,,9199.0,479.0
DC,District of Columbia,2020-06-06 00:00:00,9269.0,44409.0,,276.0,,100.0,,68.0,,1138.0,A+,2020-06-05 00:00:00,2020-06-05T00:00:00Z,483.0,,,,,,,,70,1747,53678,1817,53678,8,0,,9269.0,483.0
DC,District of Columbia,2020-06-07 00:00:00,9332.0,45215.0,,285.0,,90.0,,73.0,,1143.0,A+,2020-06-06 00:00:00,2020-06-06T00:00:00Z,489.0,,,,,,,,63,806,54547,869,54547,6,0,,9332.0,489.0
DC,District of Columbia,2020-06-08 00:00:00,9389.0,46377.0,,268.0,,102.0,,72.0,,1143.0,A+,2020-06-07 00:00:00,2020-06-07T00:00:00Z,491.0,,,,,,,,57,1162,55766,1219,55766,2,0,,9389.0,491.0
DC,District of Columbia,2020-06-09 00:00:00,9474.0,47678.0,,255.0,,89.0,,59.0,,1143.0,A+,2020-06-08 00:00:00,2020-06-08T00:00:00Z,495.0,,,,,,,,85,1301,57152,1386,57152,4,0,,9474.0,495.0
DC,District of Columbia,2020-06-10 00:00:00,9537.0,48655.0,,245.0,,79.0,,60.0,,1143.0,A+,2020-06-09 00:00:00,2020-06-09T00:00:00Z,499.0,,,,,,,,63,977,58192,1040,58192,4,0,,9537.0,499.0
DC,District of Columbia,2020-06-11 00:00:00,9589.0,49699.0,,238.0,,82.0,,53.0,,1143.0,A+,2020-06-10 00:00:00,2020-06-10T00:00:00Z,502.0,,,,,,,,52,1044,59288,1096,59288,3,0,,9589.0,502.0
DC,District of Columbia,2020-06-12 00:00:00,9654.0,52299.0,,212.0,,82.0,,57.0,,1143.0,A+,2020-06-11 00:00:00,2020-06-11T00:00:00Z,506.0,,,,,,,,65,2600,61953,2665,61953,4,0,,9654.0,506.0
DC,District of Columbia,2020-06-13 00:00:00,9709.0,53327.0,,197.0,,78.0,,52.0,,1143.0,A+,2020-06-12 00:00:00,2020-06-12T00:00:00Z,511.0,,,,,,,,55,1028,63036,1083,63036,5,0,,9709.0,511.0
DC,District of Columbia,2020-06-14 00:00:00,9767.0,54763.0,,186.0,,71.0,,50.0,,1150.0,A+,2020-06-13 00:00:00,2020-06-13T00:00:00Z,515.0,,,,,,,,58,1436,64530,1494,64530,4,0,,9767.0,515.0
DC,District of Columbia,2020-06-15 00:00:00,9799.0,56047.0,,191.0,,76.0,,48.0,,1155.0,A+,2020-06-14 00:00:00,2020-06-14T00:00:00Z,515.0,,,,,,,,32,1284,65846,1316,65846,0,0,,9799.0,515.0
DC,District of Columbia,2020-06-16 00:00:00,9818.0,57308.0,,192.0,,70.0,,49.0,,1155.0,A+,2020-06-15 00:00:00,2020-06-15T00:00:00Z,520.0,,,,,,,,19,1261,67126,1280,67126,5,0,,9818.0,520.0
DC,District of Columbia,2020-06-17 00:00:00,9847.0,60239.0,,197.0,,73.0,,47.0,,1155.0,A+,2020-06-16 00:00:00,2020-06-16T00:00:00Z,523.0,,,,,,,,29,2931,70086,2960,70086,3,0,,9847.0,523.0
DC,District of Columbia,2020-06-18 00:00:00,9903.0,62296.0,,189.0,,86.0,,45.0,,1155.0,A+,2020-06-17 00:00:00,2020-06-17T00:00:00Z,527.0,,,,,,,,56,2057,72199,2113,72199,4,0,,9903.0,527.0
DC,District of Columbia,2020-06-19 00:00:00,9952.0,63839.0,,184.0,,63.0,,44.0,,1162.0,A+,2020-06-18 00:00:00,2020-06-18T00:00:00Z,530.0,,,,,,,,49,1543,73791,1592,73791,3,0,,9952.0,530.0
DC,District of Columbia,2020-06-20 00:00:00,9984.0,67969.0,,177.0,,58.0,,40.0,,1166.0,A+,2020-06-19 00:00:00,2020-06-19T00:00:00Z,531.0,,,,,,,,32,4130,77953,4162,77953,1,0,,9984.0,531.0
DC,District of Columbia,2020-06-21 00:00:00,10020.0,69502.0,,168.0,,61.0,,37.0,,1172.0,A+,2020-06-20 00:00:00,2020-06-20T00:00:00Z,533.0,,,,,,,,36,1533,79522,1569,79522,2,0,,10020.0,533.0
DC,District of Columbia,2020-06-22 00:00:00,10058.0,71946.0,,155.0,,50.0,,34.0,,1182.0,A+,2020-06-21 00:00:00,2020-06-21T00:00:00Z,535.0,,,,,,,,38,2444,82004,2482,82004,2,0,,10058.0,535.0
DC,District of Columbia,2020-06-23 00:00:00,10094.0,73208.0,,171.0,,61.0,,40.0,,1182.0,A+,2020-06-22 00:00:00,2020-06-22T00:00:00Z,537.0,,,,,,,,36,1262,83302,1298,83302,2,0,,10094.0,537.0
DC,District of Columbia,2020-06-24 00:00:00,10128.0,74045.0,,167.0,,58.0,,36.0,,1182.0,A+,2020-06-24 00:00:00,2020-06-24T00:00:00Z,541.0,,,,,,,,34,837,84173,871,84173,4,0,,10128.0,541.0
DC,District of Columbia,2020-06-25 00:00:00,10159.0,76572.0,,157.0,,53.0,,34.0,,1182.0,A+,2020-06-24 00:00:00,2020-06-24T00:00:00Z,543.0,,,,,,,,31,2527,86731,2558,86731,2,0,,10159.0,543.0
DC,District of Columbia,2020-06-26 00:00:00,10185.0,77938.0,,147.0,,48.0,,29.0,,1186.0,A+,2020-06-25 00:00:00,2020-06-25T00:00:00Z,546.0,,,,,,,,26,1366,88123,1392,88123,3,0,,10185.0,546.0
DC,District of Columbia,2020-06-27 00:00:00,10216.0,79055.0,,136.0,,43.0,,26.0,,1194.0,A+,2020-06-26 00:00:00,2020-06-26T00:00:00Z,548.0,,,,,,,,31,1117,89271,1148,89271,2,0,,10216.0,548.0
DC,District of Columbia,2020-06-28 00:00:00,10248.0,82884.0,,126.0,,34.0,,27.0,,1199.0,A+,2020-06-27 00:00:00,2020-06-27T00:00:00Z,550.0,,,,,,,,32,3829,93132,3861,93132,2,0,,10248.0,550.0
DC,District of Columbia,2020-06-29 00:00:00,10292.0,85068.0,,121.0,,34.0,,23.0,,1200.0,A+,2020-06-28 00:00:00,2020-06-28T00:00:00Z,551.0,,,,,,,,44,2184,95360,2228,95360,1,0,,10292.0,551.0
DC,District of Columbia,2020-06-30 00:00:00,10327.0,86968.0,,126.0,,33.0,,22.0,,1270.0,A+,2020-06-29 00:00:00,2020-06-29T00:00:00Z,551.0,,,,,,,,35,1900,97295,1935,97295,0,0,,10327.0,551.0
DC,District of Columbia,2020-07-01 00:00:00,10365.0,89670.0,,119.0,,33.0,,26.0,,1451.0,A+,2020-06-30 00:00:00,2020-06-30T00:00:00Z,553.0,,,,,,,,38,2702,100035,2740,100035,2,0,,10365.0,553.0
DC,District of Columbia,2020-07-02 00:00:00,10390.0,90673.0,,120.0,,33.0,,28.0,,1465.0,A+,2020-07-01 00:00:00,2020-07-01T00:00:00Z,554.0,,,,,,,,25,1003,101063,1028,101063,1,0,,10390.0,554.0
DC,District of Columbia,2020-07-03 00:00:00,10435.0,92374.0,,110.0,,38.0,,24.0,,1497.0,A+,2020-07-02 00:00:00,2020-07-02T00:00:00Z,555.0,,,,,,,,45,1701,102809,1746,102809,1,0,,10435.0,555.0
DC,District of Columbia,2020-07-04 00:00:00,10447.0,94107.0,,95.0,,28.0,,21.0,,1523.0,A+,2020-07-03 00:00:00,2020-07-03T00:00:00Z,557.0,,,,,,,,12,1733,104554,1745,104554,2,0,,10447.0,557.0
DC,District of Columbia,2020-07-05 00:00:00,10482.0,95511.0,,87.0,,26.0,,18.0,,1542.0,A+,2020-07-04 00:00:00,2020-07-04T00:00:00Z,559.0,,,,,,,,35,1404,105993,1439,105993,2,0,,10482.0,559.0
DC,District of Columbia,2020-07-06 00:00:00,10515.0,97135.0,,88.0,,23.0,,16.0,,1553.0,A+,2020-07-05 00:00:00,2020-07-05T00:00:00Z,561.0,,,,,,,,33,1624,107650,1657,107650,2,0,,10515.0,561.0
DC,District of Columbia,2020-07-07 00:00:00,10569.0,99808.0,,90.0,,25.0,,20.0,,1574.0,A+,2020-07-06 00:00:00,2020-07-06T00:00:00Z,561.0,,,,,,,,54,2673,110377,2727,110377,0,0,,10569.0,561.0
DC,District of Columbia,2020-07-08 00:00:00,10642.0,103647.0,,86.0,,30.0,,17.0,,1625.0,A+,2020-07-07 00:00:00,2020-07-07T00:00:00Z,564.0,,,,,,,,73,3839,114289,3912,114289,3,0,,10642.0,564.0
DC,District of Columbia,2020-07-09 00:00:00,10679.0,105244.0,,92.0,,26.0,,14.0,,1662.0,A+,2020-07-08 00:00:00,2020-07-08T00:00:00Z,568.0,,,,,,,,37,1597,115923,1634,115923,4,0,,10679.0,568.0
DC,District of Columbia,2020-07-10 00:00:00,10743.0,110141.0,,96.0,,26.0,,18.0,,1703.0,A+,2020-07-09 00:00:00,2020-07-09T00:00:00Z,568.0,,,,,,,,64,4897,120884,4961,120884,0,0,,10743.0,568.0
DC,District of Columbia,2020-07-11 00:00:00,10801.0,113249.0,,92.0,,29.0,,17.0,,1717.0,A+,2020-07-10 00:00:00,2020-07-10T00:00:00Z,568.0,,,,,,,,58,3108,124050,3166,124050,0,0,,10801.0,568.0
DC,District of Columbia,2020-07-12 00:00:00,10847.0,116036.0,,95.0,,30.0,,17.0,,1737.0,A+,2020-07-11 00:00:00,2020-07-11T00:00:00Z,568.0,,,,,,,,46,2787,126883,2833,126883,0,0,,10847.0,568.0
DC,District of Columbia,2020-07-13 00:00:00,10906.0,119314.0,,93.0,,25.0,,16.0,,1756.0,A+,2020-07-12 00:00:00,2020-07-12T00:00:00Z,568.0,,,,,,,,59,3278,130220,3337,130220,0,0,,10906.0,568.0
DC,District of Columbia,2020-07-14 00:00:00,10946.0,122970.0,,91.0,,21.0,,14.0,,1774.0,A+,2020-07-13 00:00:00,2020-07-13T00:00:00Z,568.0,,,,,,,,40,3656,133916,3696,133916,0,0,,10946.0,568.0
DC,District of Columbia,2020-07-15 00:00:00,11026.0,126918.0,,95.0,,24.0,,15.0,,1809.0,A+,2020-07-14 00:00:00,2020-07-14T00:00:00Z,571.0,,,,,,,,80,3948,137944,4028,137944,3,0,,11026.0,571.0
DC,District of Columbia,2020-07-16 00:00:00,11076.0,129166.0,,86.0,,24.0,,14.0,,1843.0,A+,2020-07-15 00:00:00,2020-07-15T00:00:00Z,574.0,,,,,,,,50,2248,140242,2298,140242,3,0,,11076.0,574.0
DC,District of Columbia,2020-07-17 00:00:00,11115.0,130492.0,,87.0,,17.0,,14.0,,1863.0,A+,2020-07-16 00:00:00,2020-07-16T00:00:00Z,577.0,,,,,,,,39,1326,141607,1365,141607,3,0,,11115.0,577.0
DC,District of Columbia,2020-07-18 00:00:00,11194.0,133761.0,,88.0,,17.0,,12.0,,1877.0,A+,2020-07-17 00:00:00,2020-07-17T00:00:00Z,578.0,,,,,,,,79,3269,144955,3348,144955,1,0,,11194.0,578.0
DC,District of Columbia,2020-07-19 00:00:00,11261.0,136504.0,,91.0,,17.0,,12.0,,1886.0,A+,2020-07-18 00:00:00,2020-07-18T00:00:00Z,578.0,,,,,,,,67,2743,147765,2810,147765,0,0,,11261.0,578.0
DC,District of Columbia,2020-07-20 00:00:00,11339.0,140401.0,,83.0,,19.0,,12.0,,1909.0,A+,2020-07-19 00:00:00,2020-07-19T00:00:00Z,579.0,,,,,,,,78,3897,151740,3975,151740,1,0,,11339.0,579.0
DC,District of Columbia,2020-07-21 00:00:00,11427.0,144284.0,,83.0,,19.0,,13.0,,1932.0,A+,2020-07-20 00:00:00,2020-07-20T00:00:00Z,580.0,,,,,,,,88,3883,155711,3971,155711,1,0,,11427.0,580.0
DC,District of Columbia,2020-07-22 00:00:00,11529.0,148043.0,,81.0,,18.0,,11.0,,1974.0,A+,2020-07-21 00:00:00,2020-07-21T00:00:00Z,580.0,,,,,,,,102,3759,159572,3861,159572,0,0,,11529.0,580.0
DC,District of Columbia,2020-07-23 00:00:00,11571.0,150450.0,,91.0,,22.0,,9.0,,2020.0,A+,2020-07-22 00:00:00,2020-07-22T00:00:00Z,581.0,,,,,,,,42,2407,162021,2449,162021,1,0,,11571.0,581.0
DC,District of Columbia,2020-07-24 00:00:00,11649.0,153611.0,,97.0,,21.0,,9.0,,9582.0,A+,2020-07-23 00:00:00,2020-07-23T00:00:00Z,581.0,,,,,,,,78,3161,165260,3239,165260,0,0,,11649.0,581.0
DC,District of Columbia,2020-07-25 00:00:00,11717.0,157292.0,,97.0,,28.0,,9.0,,9603.0,A+,2020-07-24 00:00:00,2020-07-24T00:00:00Z,581.0,,,,,,,,68,3681,169009,3749,169009,0,0,,11717.0,581.0
DC,District of Columbia,2020-07-26 00:00:00,11780.0,159818.0,,85.0,,22.0,,9.0,,9607.0,A+,2020-07-25 00:00:00,2020-07-25T00:00:00Z,581.0,,,,,,,,63,2526,171598,2589,171598,0,0,,11780.0,581.0
FL,Florida,2020-03-04 00:00:00,2.0,24.0,16.0,,,,,,,,,,,,,,,,,,,0,0,26,0,26,0,0,,3.0,0.0
FL,Florida,2020-03-05 00:00:00,9.0,31.0,69.0,,,,,,,,,,,,,,,,,,,7,7,40,14,40,0,0,,4.0,0.0
FL,Florida,2020-03-06 00:00:00,9.0,55.0,51.0,,,,,,,,,,,,,,,,,,,0,24,64,24,64,0,0,,7.0,2.0
FL,Florida,2020-03-07 00:00:00,14.0,100.0,88.0,,,,,,,,,,,,,,,,,,,5,45,114,50,114,0,0,,12.0,2.0
FL,Florida,2020-03-08 00:00:00,17.0,118.0,108.0,,,,,,,,,,,,,,,,,,,3,18,135,21,135,0,0,,13.0,2.0
FL,Florida,2020-03-09 00:00:00,18.0,140.0,115.0,,,,,,,,,,,,,,,,,,,1,22,158,23,158,0,0,,14.0,2.0
FL,Florida,2020-03-10 00:00:00,19.0,222.0,155.0,,,,,,,,,,,,,,,,,,,1,82,241,83,241,0,0,,23.0,2.0
FL,Florida,2020-03-11 00:00:00,28.0,301.0,147.0,,,,,,,,,,,2.0,,,,,,,,9,79,329,88,329,2,0,,26.0,2.0
FL,Florida,2020-03-12 00:00:00,32.0,301.0,147.0,,,,,,,,,2020-03-12 09:07:00,2020-03-12T09:07:00Z,2.0,,,,,,,,4,0,333,4,333,0,0,,46.0,2.0
FL,Florida,2020-03-13 00:00:00,50.0,478.0,221.0,,,,,,,,,2020-03-13 13:53:00,2020-03-13T13:53:00Z,2.0,,,,,,,,18,177,528,195,528,0,0,,70.0,2.0
FL,Florida,2020-03-14 00:00:00,77.0,478.0,221.0,,,,,,,,,2020-03-14 00:54:00,2020-03-14T00:54:00Z,3.0,,,,,,,,27,0,555,27,555,1,0,,70.0,3.0
FL,Florida,2020-03-15 00:00:00,116.0,678.0,454.0,,,,,,,,,2020-03-15 01:45:00,2020-03-15T01:45:00Z,4.0,,,,,,,,39,200,794,239,794,1,0,,109.0,3.0
FL,Florida,2020-03-16 00:00:00,141.0,684.0,514.0,,,,,,,,,2020-03-16 16:13:00,2020-03-16T16:13:00Z,4.0,,,,,,,,25,6,825,31,825,0,0,,141.0,4.0
FL,Florida,2020-03-17 00:00:00,186.0,940.0,872.0,,,,,,,,,2020-03-17 11:00:00,2020-03-17T11:00:00Z,6.0,,,,,,,,45,256,1126,301,1126,2,0,,210.0,6.0
FL,Florida,2020-03-18 00:00:00,314.0,1225.0,954.0,,,,,,,,,2020-03-18 11:00:00,2020-03-18T11:00:00Z,7.0,,,,,,,,128,285,1539,413,1539,1,0,,326.0,7.0
FL,Florida,2020-03-19 00:00:00,390.0,1533.0,1019.0,,,,,,,,,2020-03-19 11:00:00,2020-03-19T11:00:00Z,8.0,,,,,,,,76,308,1923,384,1923,1,0,,434.0,8.0
FL,Florida,2020-03-20 00:00:00,520.0,1870.0,1026.0,,,,,,,,,2020-03-20 11:00:00,2020-03-20T11:00:00Z,10.0,,,,,,,,130,337,2390,467,2390,2,0,,564.0,9.0
FL,Florida,2020-03-21 00:00:00,658.0,6579.0,1002.0,,158.0,,,,,,,2020-03-21 11:00:00,2020-03-21T11:00:00Z,12.0,158.0,,,,,,,138,4709,7237,4847,7237,2,158,,764.0,11.0
FL,Florida,2020-03-22 00:00:00,830.0,7990.0,963.0,,185.0,,,,,,,2020-03-22 11:00:00,2020-03-22T11:00:00Z,13.0,185.0,,,,,,,172,1411,8820,1583,8820,1,27,,1000.0,13.0
FL,Florida,2020-03-23 00:00:00,1171.0,11063.0,860.0,,217.0,,,,,,A,2020-03-23 11:00:00,2020-03-23T11:00:00Z,14.0,217.0,,,,,,,341,3073,12234,3414,12234,1,32,,1222.0,18.0
FL,Florida,2020-03-24 00:00:00,1412.0,13127.0,1008.0,,259.0,,,,,,A,2020-03-24 11:00:00,2020-03-24T11:00:00Z,18.0,259.0,,,,,,,241,2064,14539,2305,14539,4,42,,1467.0,20.0
FL,Florida,2020-03-25 00:00:00,1682.0,15374.0,1233.0,,316.0,,,,,,A,2020-03-25 11:00:00,2020-03-25T11:00:00Z,22.0,316.0,,,,,,,270,2247,17056,2517,17056,4,57,,1971.0,23.0
FL,Florida,2020-03-26 00:00:00,2355.0,23741.0,1443.0,,406.0,,,,,,A,2020-03-26 11:00:00,2020-03-26T11:00:00Z,28.0,406.0,,,,,,,673,8367,26096,9040,26096,6,90,,2478.0,29.0
FL,Florida,2020-03-27 00:00:00,2765.0,28186.0,1517.0,,456.0,,,,,,A,2020-03-27 12:00:00,2020-03-27T12:00:00Z,34.0,456.0,,,,,,,410,4445,30951,4855,30951,6,50,,3198.0,46.0
FL,Florida,2020-03-28 00:00:00,3763.0,35366.0,,,526.0,,,,,,A,2020-03-28 12:00:00,2020-03-28T12:00:00Z,54.0,526.0,,,,,,,998,7180,39129,8178,39129,20,70,,4038.0,56.0
FL,Florida,2020-03-29 00:00:00,4246.0,39070.0,,,594.0,,,,,,A,2020-03-29 11:30:00,2020-03-29T11:30:00Z,56.0,594.0,,,,,,,483,3704,43316,4187,43316,2,68,,4943.0,60.0
FL,Florida,2020-03-30 00:00:00,5473.0,48225.0,,,652.0,,,,,,A,2020-03-30 11:30:00,2020-03-30T11:30:00Z,63.0,652.0,,,,,,,1227,9155,53698,10382,53698,7,58,,5695.0,72.0
FL,Florida,2020-03-31 00:00:00,6338.0,54285.0,1163.0,,823.0,,,,,,A,2020-03-31 11:30:00,2020-03-31T11:30:00Z,77.0,823.0,,,,,,,865,6060,60623,6925,60623,14,171,,6742.0,85.0
FL,Florida,2020-04-01 00:00:00,6955.0,59529.0,1235.0,,949.0,,,,,,A,2020-04-01 11:30:00,2020-04-01T11:30:00Z,87.0,949.0,,,,,,,617,5244,66484,5861,66484,10,126,,7769.0,100.0
FL,Florida,2020-04-02 00:00:00,8010.0,69286.0,1285.0,,1123.0,,,,,,A,2020-04-02 11:01:00,2020-04-02T11:01:00Z,128.0,1123.0,,,,,,,1055,9757,77296,10812,77296,41,174,,9000.0,144.0
FL,Florida,2020-04-03 00:00:00,9585.0,82137.0,1225.0,,1287.0,,,,,,A,2020-04-03 11:30:00,2020-04-03T11:30:00Z,163.0,1287.0,,,,,,,1575,12851,91722,14426,91722,35,164,,10260.0,169.0
FL,Florida,2020-04-04 00:00:00,11111.0,90956.0,1281.0,,1462.0,,,,,,A,2020-04-04 09:51:00,2020-04-04T09:51:00Z,191.0,1462.0,,,,,,,1526,8819,102067,10345,102067,28,175,,11537.0,194.0
FL,Florida,2020-04-05 00:00:00,12151.0,101253.0,1129.0,,1572.0,,,,,,A,2020-04-05 13:30:00,2020-04-05T13:30:00Z,218.0,1572.0,,,,,,,1040,10297,113404,11337,113404,27,110,,12342.0,220.0
FL,Florida,2020-04-06 00:00:00,13324.0,109950.0,1142.0,,1682.0,,,,,,A,2020-04-06 12:17:00,2020-04-06T12:17:00Z,236.0,1682.0,,,,,,,1173,8697,123274,9870,123274,18,110,,13621.0,253.0
FL,Florida,2020-04-07 00:00:00,14747.0,123415.0,1407.0,,1999.0,,,,,,A,2020-04-07 16:36:00,2020-04-07T16:36:00Z,296.0,1999.0,,,,,,,1423,13465,138162,14888,138162,60,317,,14739.0,295.0
FL,Florida,2020-04-08 00:00:00,15455.0,127679.0,1324.0,,2062.0,,,,,,A,2020-04-08 14:00:00,2020-04-08T14:00:00Z,309.0,2062.0,,,,,,,708,4264,143134,4972,143134,13,63,,15690.0,322.0
FL,Florida,2020-04-09 00:00:00,16364.0,136185.0,1395.0,,2268.0,,,,,,A,2020-04-09 10:00:00,2020-04-09T10:00:00Z,354.0,2268.0,,,,,,,909,8506,152549,9415,152549,45,206,,16819.0,370.0
FL,Florida,2020-04-10 00:00:00,17531.0,145299.0,1411.0,,2487.0,,,,,,A,2020-04-10 11:30:00,2020-04-10T11:30:00Z,390.0,2487.0,,,,,,,1167,9114,162830,10281,162830,36,219,,17960.0,418.0
FL,Florida,2020-04-11 00:00:00,18494.0,154439.0,1418.0,,2661.0,,,,,,A,2020-04-11 11:30:00,2020-04-11T11:30:00Z,438.0,2661.0,,,,,,,963,9140,172933,10103,172933,48,174,,18978.0,445.0
FL,Florida,2020-04-12 00:00:00,19355.0,163398.0,1297.0,,2772.0,,,,,,A,2020-04-12 11:23:00,2020-04-12T11:23:00Z,465.0,2772.0,,,,,,,861,8959,182753,9820,182753,27,111,,19855.0,460.0
FL,Florida,2020-04-13 00:00:00,20601.0,175606.0,1789.0,,2833.0,,,,,,A,2020-04-13 17:27:00,2020-04-13T17:27:00Z,483.0,2833.0,,,,,,,1246,12208,196207,13454,196207,18,61,,21011.0,498.0
FL,Florida,2020-04-14 00:00:00,21367.0,181813.0,1275.0,,3060.0,,,,,,A,2020-04-14 16:59:00,2020-04-14T16:59:00Z,537.0,3060.0,,,,,,,766,6207,203180,6973,203180,54,227,,21620.0,570.0
