state_initial,state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,grade,nyt_cases,nyt_deaths
AL,Alabama,2020-06-26 00:00:00,34183.0,344140.0,,668.0,2653.0,,772.0,,450.0,18866.0,B,2020-06-26 11:00:00,2020-06-26T11:00:00Z,907.0,2653.0,,,,33717.0,887.0,20.0,977,7888,378323,8865,378323,11,41,,34183.0,907.0
AL,Alabama,2020-06-27 00:00:00,35083.0,348943.0,,655.0,2697.0,,789.0,,453.0,18866.0,B,2020-06-27 11:00:00,2020-06-27T11:00:00Z,919.0,2697.0,,,,34605.0,898.0,21.0,900,4803,384026,5703,384026,12,44,,35083.0,919.0
AL,Alabama,2020-06-28 00:00:00,35441.0,350839.0,,650.0,2703.0,,790.0,,454.0,18866.0,B,2020-06-28 11:00:00,2020-06-28T11:00:00Z,919.0,2703.0,,,,34964.0,898.0,21.0,358,1896,386280,2254,386280,0,6,,35441.0,919.0
AL,Alabama,2020-06-29 00:00:00,37175.0,356118.0,,726.0,2725.0,,801.0,,457.0,18866.0,B,2020-06-29 11:00:00,2020-06-29T11:00:00Z,929.0,2725.0,,,,36682.0,905.0,24.0,1734,5279,393293,7013,393293,10,22,,37175.0,929.0
AL,Alabama,2020-06-30 00:00:00,38045.0,368607.0,,775.0,2769.0,,806.0,,458.0,18866.0,B,2020-06-30 11:00:00,2020-06-30T11:00:00Z,950.0,2769.0,,,,37536.0,926.0,24.0,870,12489,406652,13359,406652,21,44,,38045.0,950.0
AL,Alabama,2020-07-01 00:00:00,38962.0,374991.0,,809.0,2803.0,,814.0,,464.0,18866.0,B,2020-07-01 11:00:00,2020-07-01T11:00:00Z,972.0,2803.0,,,,38442.0,947.0,25.0,917,6384,413953,7301,413953,22,34,,38962.0,972.0
AL,Alabama,2020-07-02 00:00:00,40111.0,379617.0,,843.0,2835.0,,826.0,,468.0,22082.0,B,2020-07-02 11:00:00,2020-07-02T11:00:00Z,985.0,2835.0,,,,39604.0,961.0,24.0,1149,4626,419728,5775,419728,13,32,,40111.0,985.0
AL,Alabama,2020-07-03 00:00:00,41865.0,388766.0,,838.0,2883.0,,838.0,,474.0,22082.0,B,2020-07-03 11:00:00,2020-07-03T11:00:00Z,1006.0,2883.0,,,,41362.0,983.0,23.0,1754,9149,430631,10903,430631,21,48,,41865.0,1006.0
AL,Alabama,2020-07-04 00:00:00,42862.0,399226.0,,818.0,2906.0,,843.0,,473.0,22082.0,B,2020-07-04 11:00:00,2020-07-04T11:00:00Z,1007.0,2906.0,,,,42359.0,984.0,23.0,997,10460,442088,11457,442088,1,23,,42862.0,1007.0
AL,Alabama,2020-07-05 00:00:00,43953.0,405933.0,,919.0,2909.0,,843.0,,473.0,22082.0,B,2020-07-05 11:00:00,2020-07-05T11:00:00Z,1007.0,2909.0,,,,43450.0,984.0,23.0,1091,6707,449886,7798,449886,0,3,,43953.0,1007.0
AL,Alabama,2020-07-06 00:00:00,44878.0,410217.0,,1025.0,2914.0,,843.0,,473.0,22082.0,B,2020-07-06 11:00:00,2020-07-06T11:00:00Z,1007.0,2914.0,,,,44375.0,984.0,23.0,925,4284,455095,5209,455095,0,5,,44878.0,1007.0
AL,Alabama,2020-07-07 00:00:00,45785.0,415579.0,,1078.0,2961.0,,858.0,,479.0,22082.0,B,2020-07-07 11:00:00,2020-07-07T11:00:00Z,1033.0,2961.0,,,,45263.0,1007.0,26.0,907,5362,461364,6269,461364,26,47,,45785.0,1033.0
AL,Alabama,2020-07-08 00:00:00,46962.0,421330.0,,1116.0,3006.0,,871.0,,486.0,22082.0,B,2020-07-08 11:00:00,2020-07-08T11:00:00Z,1058.0,3006.0,,,,46424.0,1032.0,26.0,1177,5751,468292,6928,468292,25,45,,46962.0,1058.0
AL,Alabama,2020-07-09 00:00:00,49174.0,421330.0,,1135.0,3039.0,,877.0,,490.0,25783.0,B,2020-07-09 11:00:00,2020-07-09T11:00:00Z,1068.0,3039.0,,,,48588.0,1042.0,26.0,2212,0,470504,2212,470504,10,33,,49174.0,1068.0
AL,Alabama,2020-07-10 00:00:00,50508.0,441708.0,,1201.0,3089.0,,888.0,,493.0,25783.0,B,2020-07-10 11:00:00,2020-07-10T11:00:00Z,1104.0,3089.0,,,,49892.0,1077.0,27.0,1334,20378,492216,21712,492216,36,50,,50508.0,1104.0
AL,Alabama,2020-07-11 00:00:00,51947.0,450073.0,,1093.0,6745.0,,904.0,,496.0,25783.0,B,2020-07-10 11:00:00,2020-07-10T11:00:00Z,1114.0,6745.0,,,,51294.0,1086.0,28.0,1439,8365,502020,9804,502020,10,3656,,51947.0,1114.0
AL,Alabama,2020-07-12 00:00:00,53587.0,457919.0,,1163.0,6745.0,,911.0,,503.0,25783.0,B,2020-07-12 11:00:00,2020-07-12T11:00:00Z,1121.0,6745.0,,,,52908.0,1093.0,28.0,1640,7846,511506,9486,511506,7,0,,53587.0,1121.0
AL,Alabama,2020-07-13 00:00:00,55545.0,464059.0,,1335.0,6745.0,,919.0,,505.0,25783.0,B,2020-07-13 11:00:00,2020-07-13T11:00:00Z,1124.0,6745.0,,,,54768.0,1096.0,28.0,1958,6140,519604,8098,519604,3,0,,55545.0,1124.0
AL,Alabama,2020-07-14 00:00:00,57255.0,471834.0,,1362.0,7123.0,,931.0,,511.0,25783.0,B,2020-07-14 11:00:00,2020-07-14T11:00:00Z,1164.0,7123.0,,,,56441.0,1136.0,28.0,1710,7775,529089,9485,529089,40,378,,57255.0,1164.0
AL,Alabama,2020-07-15 00:00:00,59067.0,481982.0,,1332.0,7291.0,,941.0,,514.0,29736.0,B,2020-07-15 11:00:00,2020-07-15T11:00:00Z,1211.0,7291.0,540207.0,,,58225.0,1183.0,28.0,1812,10148,541049,11960,541049,47,168,,59067.0,1211.0
AL,Alabama,2020-07-16 00:00:00,61088.0,490021.0,,1395.0,7584.0,,950.0,,516.0,29736.0,B,2020-07-16 11:00:00,2020-07-16T11:00:00Z,1230.0,7584.0,550179.0,,,60158.0,1200.0,30.0,2021,8039,551109,10060,551109,19,293,,61088.0,1230.0
AL,Alabama,2020-07-17 00:00:00,63091.0,500024.0,,1433.0,7584.0,,967.0,,521.0,29736.0,B,2020-07-17 11:00:00,2020-07-17T11:00:00Z,1265.0,7584.0,562135.0,,,62111.0,1232.0,33.0,2003,10003,563115,12006,563115,35,0,,63091.0,1265.0
AL,Alabama,2020-07-18 00:00:00,65234.0,509261.0,,1463.0,7782.0,,982.0,,524.0,29736.0,B,2020-07-18 11:00:00,2020-07-18T11:00:00Z,1286.0,7782.0,573441.0,,,64180.0,1253.0,33.0,2143,9237,574495,11380,574495,21,198,,65234.0,1286.0
AL,Alabama,2020-07-19 00:00:00,67011.0,518522.0,,1524.0,7782.0,,988.0,,526.0,29736.0,B,2020-07-18 11:00:00,2020-07-18T11:00:00Z,1287.0,7782.0,584387.0,,,65865.0,1254.0,33.0,1777,9261,585533,11038,585533,1,0,,67011.0,1287.0
AL,Alabama,2020-07-20 00:00:00,68891.0,524897.0,,1571.0,8368.0,,994.0,,528.0,29736.0,B,2020-07-20 11:00:00,2020-07-20T11:00:00Z,1291.0,8368.0,592608.0,,,67711.0,1257.0,34.0,1880,6375,593788,8255,593788,4,586,,68891.0,1291.0
AL,Alabama,2020-07-21 00:00:00,70358.0,530023.0,,1547.0,8538.0,,1009.0,,535.0,29736.0,B,2020-07-21 11:00:00,2020-07-21T11:00:00Z,1303.0,8538.0,599098.0,,,69075.0,1268.0,35.0,1467,5126,600381,6593,600381,12,170,,70358.0,1303.0
AL,Alabama,2020-07-22 00:00:00,71813.0,537675.0,,1547.0,8538.0,,1018.0,,540.0,29736.0,B,2020-07-22 11:00:00,2020-07-22T11:00:00Z,1364.0,8538.0,608088.0,,,70413.0,1325.0,39.0,1455,7652,609488,9107,609488,61,0,,71813.0,1364.0
AL,Alabama,2020-07-23 00:00:00,74212.0,545315.0,,1547.0,8995.0,,1043.0,,553.0,32510.0,B,2020-07-23 11:00:00,2020-07-23T11:00:00Z,1397.0,8995.0,618011.0,,,72696.0,1357.0,40.0,2399,7640,619527,10039,619527,33,457,,74212.0,1397.0
AL,Alabama,2020-07-24 00:00:00,76005.0,552979.0,,1570.0,9157.0,,1058.0,,565.0,32510.0,B,2020-07-24 11:00:00,2020-07-24T11:00:00Z,1438.0,9157.0,627344.0,,,74365.0,1395.0,43.0,1793,7664,628984,9457,628984,41,162,,76005.0,1438.0
AL,Alabama,2020-07-25 00:00:00,78130.0,563481.0,,1425.0,9157.0,,1069.0,,567.0,32510.0,B,2020-07-25 11:00:00,2020-07-25T11:00:00Z,1456.0,9157.0,639795.0,,,76314.0,1413.0,43.0,2125,10502,641611,12627,641611,18,0,,78130.0,1456.0
AL,Alabama,2020-07-26 00:00:00,79294.0,570392.0,,1505.0,9157.0,,1076.0,,573.0,32510.0,B,2020-07-26 11:00:00,2020-07-26T11:00:00Z,1473.0,9157.0,647743.0,,,77351.0,1428.0,45.0,1164,6911,649686,8075,649686,17,0,,79294.0,1473.0
AK,Alaska,2020-03-06 00:00:00,0.0,8.0,1.0,,,,,,,,,,,0.0,,8.0,,,0.0,,,0,0,8,0,8,0,0,,,
AK,Alaska,2020-03-07 00:00:00,0.0,12.0,2.0,,,,,,,,,,,0.0,,12.0,,,0.0,,,0,4,12,4,12,0,0,,,
AK,Alaska,2020-03-08 00:00:00,0.0,14.0,6.0,,,,,,,,,,,0.0,,14.0,,,0.0,,,0,2,14,2,14,0,0,,,
AK,Alaska,2020-03-09 00:00:00,0.0,23.0,9.0,,,,,,,,,,,0.0,,23.0,,,0.0,,,0,9,23,9,23,0,0,,,
AK,Alaska,2020-03-10 00:00:00,0.0,23.0,9.0,,,,,,,,,,,0.0,,23.0,,,0.0,,,0,0,23,0,23,0,0,,,
AK,Alaska,2020-03-11 00:00:00,0.0,46.0,14.0,,,,,,,,,,,0.0,,46.0,,,0.0,,,0,23,46,23,46,0,0,,,
AK,Alaska,2020-03-12 00:00:00,0.0,46.0,14.0,,,,,,,,,2020-03-11 16:30:00,2020-03-11T16:30:00Z,0.0,,46.0,,,0.0,,,0,0,46,0,46,0,0,,1.0,0.0
AK,Alaska,2020-03-13 00:00:00,1.0,59.0,,,,,,,,,,2020-03-13 00:00:00,2020-03-13T00:00:00Z,0.0,,60.0,,,1.0,,,1,13,60,14,60,0,0,,1.0,0.0
AK,Alaska,2020-03-14 00:00:00,1.0,143.0,,,,,,,,,,2020-03-13 16:30:00,2020-03-13T16:30:00Z,0.0,,144.0,,,1.0,,,0,84,144,84,144,0,0,,1.0,0.0
AK,Alaska,2020-03-15 00:00:00,1.0,143.0,,,,,,,,,,2020-03-13 16:30:00,2020-03-13T16:30:00Z,0.0,,144.0,,,1.0,,,0,0,144,0,144,0,0,,1.0,0.0
AK,Alaska,2020-03-16 00:00:00,1.0,143.0,,,,,,,,,,2020-03-16 15:06:00,2020-03-16T15:06:00Z,0.0,,144.0,,,1.0,,,0,0,144,0,144,0,0,,3.0,0.0
AK,Alaska,2020-03-17 00:00:00,3.0,334.0,,,,,,,,,,2020-03-17 00:01:00,2020-03-17T00:01:00Z,0.0,,337.0,,,3.0,,,2,191,337,193,337,0,0,,6.0,0.0
AK,Alaska,2020-03-18 00:00:00,6.0,406.0,,,,,,,,,,2020-03-17 23:00:00,2020-03-17T23:00:00Z,0.0,,412.0,,,6.0,,,3,72,412,75,412,0,0,,9.0,0.0
AK,Alaska,2020-03-19 00:00:00,6.0,432.0,,,,,,,,,,2020-03-18 16:30:00,2020-03-18T16:30:00Z,0.0,,438.0,,,6.0,,,0,26,438,26,438,0,0,,12.0,0.0
AK,Alaska,2020-03-20 00:00:00,12.0,686.0,,,,,,,,,,2020-03-20 16:30:00,2020-03-20T16:30:00Z,0.0,,698.0,,,12.0,,,6,254,698,260,698,0,0,,14.0,0.0
AK,Alaska,2020-03-21 00:00:00,14.0,758.0,,,0.0,,,,,,,2020-03-21 16:30:00,2020-03-21T16:30:00Z,0.0,0.0,772.0,,,14.0,,,2,72,772,74,772,0,0,,21.0,0.0
AK,Alaska,2020-03-22 00:00:00,22.0,946.0,,,0.0,,,,,,,2020-03-21 16:30:00,2020-03-21T16:30:00Z,0.0,0.0,968.0,,,22.0,,,8,188,968,196,968,0,0,,22.0,0.0
AK,Alaska,2020-03-23 00:00:00,22.0,946.0,,,0.0,,,,,,A,2020-03-21 16:30:00,2020-03-21T16:30:00Z,0.0,0.0,968.0,,,22.0,,,0,0,968,0,968,0,0,,36.0,0.0
AK,Alaska,2020-03-24 00:00:00,36.0,986.0,,,0.0,,,,,,A,2020-03-23 19:00:00,2020-03-23T19:00:00Z,0.0,0.0,1022.0,,,36.0,,,14,40,1022,54,1022,0,0,,42.0,0.0
AK,Alaska,2020-03-25 00:00:00,42.0,1649.0,,,1.0,,,,,,A,2020-03-24 21:00:00,2020-03-24T21:00:00Z,1.0,1.0,1691.0,,,42.0,,,6,663,1691,669,1691,1,1,,59.0,0.0
AK,Alaska,2020-03-26 00:00:00,59.0,1801.0,,,3.0,,,,,,A,2020-03-25 21:00:00,2020-03-25T21:00:00Z,1.0,3.0,1860.0,,,59.0,,,17,152,1860,169,1860,0,2,,69.0,0.0
AK,Alaska,2020-03-27 00:00:00,69.0,2319.0,13.0,,3.0,,,,,,A,2020-03-26 21:00:00,2020-03-26T21:00:00Z,1.0,3.0,2388.0,,,69.0,,,10,518,2388,528,2388,0,0,,85.0,1.0
AK,Alaska,2020-03-28 00:00:00,85.0,2836.0,,,5.0,,,,,,A,2020-03-27 19:00:00,2020-03-27T19:00:00Z,2.0,5.0,2921.0,,,85.0,,,16,517,2921,533,2921,1,2,,102.0,1.0
AK,Alaska,2020-03-29 00:00:00,102.0,3232.0,,,6.0,,,,,,A,2020-03-28 19:00:00,2020-03-28T19:00:00Z,2.0,6.0,3334.0,,,102.0,,,17,396,3334,413,3334,0,1,,114.0,2.0
AK,Alaska,2020-03-30 00:00:00,114.0,3540.0,,,7.0,,,,,,A,2020-03-29 19:00:00,2020-03-29T19:00:00Z,3.0,7.0,3654.0,,,114.0,,,12,308,3654,320,3654,1,1,,120.0,2.0
AK,Alaska,2020-03-31 00:00:00,119.0,3594.0,,,7.0,,,,,,A,2020-03-30 19:00:00,2020-03-30T19:00:00Z,3.0,7.0,3713.0,,,119.0,,,5,54,3713,59,3713,0,0,,133.0,2.0
AK,Alaska,2020-04-01 00:00:00,133.0,4470.0,,,9.0,,,,,,A,2020-03-31 19:00:00,2020-03-31T19:00:00Z,3.0,9.0,4603.0,,,133.0,,,14,876,4603,890,4603,0,2,,143.0,2.0
AK,Alaska,2020-04-02 00:00:00,143.0,4879.0,,,9.0,,,,,,A,2020-04-01 21:00:00,2020-04-01T21:00:00Z,3.0,9.0,5022.0,,,143.0,,,10,409,5022,419,5022,0,0,,146.0,2.0
AK,Alaska,2020-04-03 00:00:00,157.0,5859.0,,,15.0,,,,,,A,2020-04-03 16:00:00,2020-04-03T16:00:00Z,3.0,15.0,6016.0,,,157.0,,,14,980,6016,994,6016,0,6,,156.0,2.0
AK,Alaska,2020-04-04 00:00:00,171.0,5869.0,,,16.0,,,,,,A,2020-04-04 16:00:00,2020-04-04T16:00:00Z,5.0,16.0,6040.0,,,171.0,,,14,10,6040,24,6040,2,1,,169.0,3.0
AK,Alaska,2020-04-05 00:00:00,185.0,6099.0,,,20.0,,,,,,A,2020-04-05 00:00:00,2020-04-05T00:00:00Z,6.0,20.0,6284.0,,,185.0,,,14,230,6284,244,6284,1,4,,183.0,4.0
AK,Alaska,2020-04-06 00:00:00,191.0,6692.0,,,23.0,,,,,,A,2020-04-06 14:45:00,2020-04-06T14:45:00Z,6.0,23.0,6883.0,,,191.0,,,6,593,6883,599,6883,0,3,,189.0,4.0
AK,Alaska,2020-04-07 00:00:00,213.0,6700.0,,,23.0,,,,,29.0,A,2020-04-07 15:15:00,2020-04-07T15:15:00Z,6.0,23.0,6913.0,,,213.0,,,22,8,6913,30,6913,0,0,,211.0,4.0
AK,Alaska,2020-04-08 00:00:00,226.0,6842.0,,,27.0,,,,,32.0,A,2020-04-08 15:00:00,2020-04-08T15:00:00Z,7.0,27.0,7068.0,,,226.0,,,13,142,7068,155,7068,1,4,,224.0,5.0
AK,Alaska,2020-04-09 00:00:00,235.0,6988.0,,,27.0,,,,,49.0,A,2020-04-09 16:00:00,2020-04-09T16:00:00Z,7.0,27.0,7223.0,,,235.0,,,9,146,7223,155,7223,0,0,,233.0,5.0
AK,Alaska,2020-04-10 00:00:00,246.0,7186.0,,,28.0,,,,,55.0,A,2020-04-10 15:30:00,2020-04-10T15:30:00Z,7.0,28.0,7432.0,,,246.0,,,11,198,7432,209,7432,0,1,,244.0,5.0
AK,Alaska,2020-04-11 00:00:00,257.0,7475.0,,,31.0,,,,,63.0,A,2020-04-11 14:45:00,2020-04-11T14:45:00Z,8.0,31.0,7732.0,,,257.0,,,11,289,7732,300,7732,1,3,,255.0,6.0
AK,Alaska,2020-04-12 00:00:00,272.0,7766.0,,,31.0,,,,,66.0,A,2020-04-12 14:50:00,2020-04-12T14:50:00Z,8.0,31.0,8038.0,,,272.0,,,15,291,8038,306,8038,0,0,,270.0,6.0
AK,Alaska,2020-04-13 00:00:00,277.0,7553.0,,,32.0,,,,,85.0,A,2020-04-13 00:00:00,2020-04-13T00:00:00Z,8.0,32.0,7830.0,,,277.0,,,5,-213,7830,-208,7830,0,1,,275.0,6.0
AK,Alaska,2020-04-14 00:00:00,285.0,8063.0,,,32.0,,,,,98.0,A,2020-04-14 14:15:00,2020-04-14T14:15:00Z,9.0,32.0,8348.0,,,285.0,,,8,510,8348,518,8348,1,0,,283.0,7.0
AK,Alaska,2020-04-15 00:00:00,293.0,8371.0,,,34.0,,,,,106.0,A,2020-04-15 15:15:00,2020-04-15T15:15:00Z,9.0,34.0,8664.0,,,293.0,,,8,308,8664,316,8664,0,2,,291.0,7.0
AK,Alaska,2020-04-16 00:00:00,300.0,8435.0,,,35.0,,,,,110.0,A,2020-04-16 15:30:00,2020-04-16T15:30:00Z,9.0,35.0,8735.0,,,300.0,,,7,64,8735,71,8735,0,1,,298.0,7.0
AK,Alaska,2020-04-17 00:00:00,309.0,9141.0,,,36.0,,,,,128.0,A,2020-04-16 00:00:00,2020-04-16T00:00:00Z,9.0,36.0,9450.0,,,309.0,,,9,706,9450,715,9450,0,1,,307.0,7.0
AK,Alaska,2020-04-18 00:00:00,314.0,9341.0,,39.0,36.0,,,,,147.0,A,2020-04-18 14:15:00,2020-04-18T14:15:00Z,9.0,36.0,9655.0,,,314.0,,,5,200,9655,205,9655,0,0,,312.0,7.0
AK,Alaska,2020-04-19 00:00:00,319.0,9576.0,,37.0,36.0,,,,,153.0,A,2020-04-18 17:45:00,2020-04-18T17:45:00Z,9.0,36.0,9895.0,,,319.0,,,5,235,9895,240,9895,0,0,,317.0,7.0
AK,Alaska,2020-04-20 00:00:00,321.0,9803.0,,46.0,36.0,,,,,161.0,A,2020-04-20 14:00:00,2020-04-20T14:00:00Z,9.0,36.0,10124.0,,,321.0,,,2,227,10124,229,10124,0,0,,319.0,7.0
AK,Alaska,2020-04-21 00:00:00,329.0,10790.0,,42.0,36.0,,,,,168.0,A,2020-04-21 15:15:00,2020-04-21T15:15:00Z,9.0,36.0,11119.0,,,329.0,,,8,987,11119,995,11119,0,0,,327.0,7.0
AK,Alaska,2020-04-22 00:00:00,335.0,11824.0,,39.0,36.0,,,,,196.0,A,2020-04-22 14:00:00,2020-04-22T14:00:00Z,9.0,36.0,12159.0,,,335.0,,,6,1034,12159,1040,12159,0,0,,333.0,7.0
AK,Alaska,2020-04-23 00:00:00,337.0,11824.0,,42.0,,,,,,209.0,A,2020-04-23 14:00:00,2020-04-23T14:00:00Z,9.0,,12161.0,,,337.0,,,2,0,12161,2,12161,0,-36,,335.0,7.0
AK,Alaska,2020-04-24 00:00:00,339.0,11942.0,,36.0,,,,,,208.0,A,2020-04-24 15:00:00,2020-04-24T15:00:00Z,9.0,,12281.0,,,339.0,,,2,118,12281,120,12281,0,0,,337.0,7.0
AK,Alaska,2020-04-25 00:00:00,339.0,15393.0,,32.0,,,,,,217.0,B,2020-04-25 16:00:00,2020-04-25T16:00:00Z,9.0,,15732.0,,,339.0,,,0,3451,15732,3451,15732,0,0,,337.0,7.0
AK,Alaska,2020-04-26 00:00:00,341.0,15836.0,,14.0,,,,,,217.0,B,2020-04-26 14:15:00,2020-04-26T14:15:00Z,9.0,,16177.0,,,341.0,,,2,443,16177,445,16177,0,0,,339.0,7.0
AK,Alaska,2020-04-27 00:00:00,345.0,15911.0,,10.0,,,,,,218.0,B,2020-04-27 14:00:00,2020-04-27T14:00:00Z,9.0,,16256.0,,,345.0,,,4,75,16256,79,16256,0,0,,343.0,7.0
AK,Alaska,2020-04-28 00:00:00,351.0,16738.0,,16.0,,,,,,228.0,B,2020-04-28 14:50:00,2020-04-28T14:50:00Z,9.0,,17089.0,,,351.0,,,6,827,17089,833,17089,0,0,,349.0,7.0
AK,Alaska,2020-04-29 00:00:00,355.0,18764.0,,14.0,,,,,,240.0,B,2020-04-28 14:50:00,2020-04-28T14:50:00Z,9.0,,19119.0,,,355.0,,,4,2026,19119,2030,19119,0,0,,353.0,7.0
AK,Alaska,2020-04-30 00:00:00,355.0,18764.0,,19.0,,,,,,252.0,C,2020-04-30 15:00:00,2020-04-30T15:00:00Z,9.0,,19119.0,,,355.0,,,0,0,19119,0,19119,0,0,,353.0,7.0
AK,Alaska,2020-05-01 00:00:00,364.0,19961.0,,25.0,,,,,,254.0,C,2020-05-01 14:00:00,2020-05-01T14:00:00Z,9.0,,20325.0,,,364.0,,,9,1197,20325,1206,20325,0,0,,362.0,7.0
AK,Alaska,2020-05-02 00:00:00,365.0,21034.0,,10.0,,,,,,261.0,C,2020-05-02 00:00:00,2020-05-02T00:00:00Z,9.0,,21399.0,,,365.0,,,1,1073,21399,1074,21399,0,0,,363.0,7.0
AK,Alaska,2020-05-03 00:00:00,368.0,21210.0,,12.0,,,,,,262.0,C,2020-05-03 14:15:00,2020-05-03T14:15:00Z,9.0,,21578.0,,,368.0,,,3,176,21578,179,21578,0,0,,366.0,7.0
AK,Alaska,2020-05-04 00:00:00,370.0,21353.0,,12.0,,,,,,263.0,C,2020-05-04 00:00:00,2020-05-04T00:00:00Z,9.0,,21723.0,,,370.0,,,2,143,21723,145,21723,0,0,,368.0,7.0
AK,Alaska,2020-05-05 00:00:00,371.0,22321.0,,13.0,,,,,,277.0,C,2020-05-05 00:00:00,2020-05-05T00:00:00Z,9.0,,22692.0,,,371.0,,,1,968,22692,969,22692,0,0,,369.0,7.0
AK,Alaska,2020-05-06 00:00:00,372.0,23283.0,,8.0,,,,,,284.0,C,2020-05-06 00:00:00,2020-05-06T00:00:00Z,10.0,,23655.0,,,372.0,,,1,962,23655,963,23655,1,0,,370.0,8.0
AK,Alaska,2020-05-07 00:00:00,374.0,23967.0,,12.0,,,,,,291.0,C,2020-05-07 00:00:00,2020-05-07T00:00:00Z,10.0,,24341.0,,,374.0,,,2,684,24341,686,24341,0,0,,373.0,8.0
AK,Alaska,2020-05-08 00:00:00,377.0,25096.0,,16.0,,,,,,305.0,C,2020-05-08 00:00:00,2020-05-08T00:00:00Z,10.0,,25473.0,,,377.0,,,3,1129,25473,1132,25473,0,0,,376.0,8.0
AK,Alaska,2020-05-09 00:00:00,378.0,26071.0,,8.0,,,,,,318.0,C,2020-05-09 00:00:00,2020-05-09T00:00:00Z,10.0,,26449.0,,,378.0,,,1,975,26449,976,26449,0,0,,377.0,8.0
AK,Alaska,2020-05-10 00:00:00,379.0,26985.0,,8.0,,,,,,324.0,C,2020-05-10 14:00:00,2020-05-10T14:00:00Z,10.0,,27364.0,,,379.0,,,1,914,27364,915,27364,0,0,,378.0,8.0
AK,Alaska,2020-05-11 00:00:00,381.0,28299.0,,7.0,,,,,,328.0,C,2020-05-11 00:00:00,2020-05-11T00:00:00Z,10.0,,28680.0,,,381.0,,,2,1314,28680,1316,28680,0,0,,380.0,8.0
AK,Alaska,2020-05-12 00:00:00,383.0,29578.0,,10.0,,,,,,334.0,B,2020-05-12 00:00:00,2020-05-12T00:00:00Z,10.0,,29961.0,,,383.0,10.0,,2,1279,29961,1281,29961,0,0,,383.0,8.0
AK,Alaska,2020-05-13 00:00:00,383.0,30266.0,,12.0,,,,,,338.0,B,2020-05-13 00:00:00,2020-05-13T00:00:00Z,10.0,,30649.0,,,383.0,10.0,,0,688,30649,688,30649,0,0,,383.0,8.0
AK,Alaska,2020-05-14 00:00:00,387.0,31375.0,,12.0,,,,,,339.0,B,2020-05-14 00:00:00,2020-05-14T00:00:00Z,10.0,,31762.0,,,387.0,10.0,,4,1109,31762,1113,31762,0,0,,387.0,8.0
AK,Alaska,2020-05-15 00:00:00,388.0,32030.0,,8.0,,,,,,343.0,B,2020-05-14 00:00:00,2020-05-14T00:00:00Z,10.0,,32418.0,,,388.0,10.0,,1,655,32418,656,32418,0,0,,388.0,8.0
AK,Alaska,2020-05-16 00:00:00,392.0,32889.0,,10.0,,,,,,344.0,B,2020-05-16 00:00:00,2020-05-16T00:00:00Z,10.0,,33281.0,,,392.0,10.0,,4,859,33281,863,33281,0,0,,392.0,8.0
AK,Alaska,2020-05-17 00:00:00,396.0,34255.0,,13.0,,,,,,344.0,B,2020-05-17 00:00:00,2020-05-17T00:00:00Z,10.0,,34651.0,,,396.0,10.0,,4,1366,34651,1370,34651,0,0,,396.0,8.0
AK,Alaska,2020-05-18 00:00:00,399.0,35212.0,,9.0,,,,,,345.0,B,2020-05-18 00:00:00,2020-05-18T00:00:00Z,10.0,,35611.0,,,399.0,10.0,,3,957,35611,960,35611,0,0,,399.0,8.0
AK,Alaska,2020-05-19 00:00:00,399.0,35981.0,,16.0,,,,,,348.0,B,2020-05-19 00:00:00,2020-05-19T00:00:00Z,10.0,,36380.0,,,399.0,10.0,,0,769,36380,769,36380,0,0,,399.0,8.0
AK,Alaska,2020-05-20 00:00:00,402.0,36643.0,,16.0,,,,,,352.0,C,2020-05-20 00:00:00,2020-05-20T00:00:00Z,10.0,,37045.0,,,402.0,10.0,,3,662,37045,665,37045,0,0,,402.0,8.0
AK,Alaska,2020-05-21 00:00:00,402.0,39143.0,,19.0,,,,,,356.0,C,2020-05-21 00:00:00,2020-05-21T00:00:00Z,10.0,,39545.0,,,402.0,10.0,,0,2500,39545,2500,39545,0,0,,402.0,8.0
AK,Alaska,2020-05-22 00:00:00,404.0,41042.0,,15.0,,,,,,356.0,C,2020-05-22 00:00:00,2020-05-22T00:00:00Z,10.0,,41446.0,,,404.0,10.0,,2,1899,41446,1901,41446,0,0,,404.0,8.0
AK,Alaska,2020-05-23 00:00:00,408.0,41943.0,,10.0,,,,,,358.0,C,2020-05-23 15:00:00,2020-05-23T15:00:00Z,10.0,,42351.0,,,408.0,10.0,,4,901,42351,905,42351,0,0,,409.0,8.0
AK,Alaska,2020-05-24 00:00:00,408.0,43099.0,,10.0,,,,,,358.0,C,2020-05-24 00:00:00,2020-05-24T00:00:00Z,10.0,,43507.0,,,408.0,10.0,,0,1156,43507,1156,43507,0,0,,409.0,8.0
AK,Alaska,2020-05-25 00:00:00,409.0,44063.0,,10.0,,,,,,361.0,C,2020-05-25 00:00:00,2020-05-25T00:00:00Z,10.0,,44472.0,,,409.0,10.0,,1,964,44472,965,44472,0,0,,412.0,8.0
